Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
08/22/2021,08/23/2021,Port Richmond,PR,893.00,1420000.00,,226167,RT-qPCR
08/22/2021,08/23/2021,Red Hook,RH,683.00,1010000.00,,224029,RT-qPCR
08/22/2021,08/23/2021,Rockaway,RK,412.00,453000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,RT-qPCR
08/22/2021,08/23/2021,Tallman Island,TI,1506.00,1430000.00,,449907,RT-qPCR
08/22/2021,08/23/2021,Wards Island,WI,1905.00,2560000.00,,1201485,RT-qPCR
08/24/2021,08/25/2021,26th Ward,26W,7656.00,5780000.00,,290608,RT-qPCR
08/24/2021,08/25/2021,Bowery Bay,BB,5450.00,2410000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695,RT-qPCR
08/24/2021,08/25/2021,Coney Island,CI,10019.00,5780000.00,,682342,RT-qPCR
08/24/2021,08/25/2021,Hunts Point,HP,7976.00,5710000.00,,755948,RT-qPCR
08/24/2021,08/25/2021,Jamaica Bay,JA,11814.00,5020000.00,,748737,RT-qPCR
08/24/2021,08/25/2021,Newtown Creek,NC,6328.00,4200000.00,,1156473,RT-qPCR
08/24/2021,08/25/2021,North River,NR,3006.00,2000000.00,,658596,RT-qPCR
08/24/2021,08/25/2021,Oakwood Beach,OB,1636.00,945000.00,,258731,RT-qPCR
08/24/2021,08/25/2021,Owls Head,OH,8708.00,3380000.00,,906442,RT-qPCR
08/24/2021,08/25/2021,Port Richmond,PR,7672.00,5260000.00,,226167,RT-qPCR
08/24/2021,08/25/2021,Red Hook,RH,3883.00,2030000.00,,224029,RT-qPCR
08/24/2021,08/25/2021,Rockaway,RK,14610.00,12800000.00,,120539,RT-qPCR
08/24/2021,08/25/2021,Tallman Island,TI,2542.00,1630000.00,,449907,RT-qPCR
08/24/2021,08/25/2021,Wards Island,WI,7781.00,5490000.00,,1201485,RT-qPCR
08/29/2021,08/30/2021,26th Ward,26W,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",290608,RT-qPCR
08/29/2021,08/30/2021,Bowery Bay,BB,,,Concentration below Method Limit of Detection,924695,RT-qPCR
08/29/2021,08/30/2021,Coney Island,CI,2222.00,1060000.00,,682342,RT-qPCR
08/29/2021,08/30/2021,Hunts Point,HP,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",755948,RT-qPCR
08/29/2021,08/30/2021,Jamaica Bay,JA,7640.00,3130000.00,,748737,RT-qPCR
08/29/2021,08/30/2021,Newtown Creek,NC,2489.00,1470000.00,,1156473,RT-qPCR
08/29/2021,08/30/2021,North River,NR,2852.00,1900000.00,,658596,RT-qPCR
08/29/2021,08/30/2021,Oakwood Beach,OB,3726.00,1920000.00,,258731,RT-qPCR
08/29/2021,08/30/2021,Owls Head,OH,496.00,199000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),906442,RT-qPCR
08/29/2021,08/30/2021,Port Richmond,PR,1922.00,997000.00,,226167,RT-qPCR
08/29/2021,08/30/2021,Red Hook,RH,1184.00,540000.00,,224029,RT-qPCR
08/29/2021,08/30/2021,Rockaway,RK,412.00,324000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,RT-qPCR
08/29/2021,08/30/2021,Tallman Island,TI,4044.00,1670000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,RT-qPCR
08/29/2021,08/30/2021,Wards Island,WI,5798.00,3530000.00,,1201485,RT-qPCR
08/31/2021,09/01/2021,26th Ward,26W,3456.00,2390000.00,,290608,RT-qPCR
08/31/2021,09/01/2021,Bowery Bay,BB,4842.00,1820000.00,,924695,RT-qPCR
08/31/2021,09/01/2021,Coney Island,CI,4425.00,2040000.00,,682342,RT-qPCR
08/31/2021,09/01/2021,Hunts Point,HP,2810.00,1600000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,RT-qPCR
08/31/2021,09/01/2021,Jamaica Bay,JA,8022.00,3160000.00,,748737,RT-qPCR
08/31/2021,09/01/2021,Newtown Creek,NC,2314.00,1420000.00,,1156473,RT-qPCR
08/31/2021,09/01/2021,North River,NR,1793.00,1250000.00,,658596,RT-qPCR
08/31/2021,09/01/2021,Oakwood Beach,OB,7090.00,3150000.00,,258731,RT-qPCR
08/31/2021,09/01/2021,Owls Head,OH,7670.00,2850000.00,,906442,RT-qPCR
08/31/2021,09/01/2021,Port Richmond,PR,1828.00,887000.00,,226167,RT-qPCR
08/31/2021,09/01/2021,Red Hook,RH,2434.00,1150000.00,,224029,RT-qPCR
08/31/2021,09/01/2021,Rockaway,RK,771.00,581000.00,,120539,RT-qPCR
08/31/2021,09/01/2021,Tallman Island,TI,2384.00,1100000.00,,449907,RT-qPCR
08/31/2021,09/01/2021,Wards Island,WI,2017.00,1270000.00,,1201485,RT-qPCR
09/07/2021,09/08/2021,26th Ward,26W,4916.00,3520000.00,,290608,RT-qPCR
09/07/2021,09/08/2021,Bowery Bay,BB,3775.00,1560000.00,,924695,RT-qPCR
09/07/2021,09/08/2021,Coney Island,CI,9243.00,4610000.00,,682342,RT-qPCR
09/07/2021,09/08/2021,Hunts Point,HP,4443.00,3870000.00,,755948,RT-qPCR
09/07/2021,09/08/2021,Jamaica Bay,JA,5254.00,2310000.00,,748737,RT-qPCR
09/07/2021,09/08/2021,Newtown Creek,NC,2478.00,1570000.00,,1156473,RT-qPCR
09/07/2021,09/08/2021,North River,NR,3579.00,2280000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,RT-qPCR
09/07/2021,09/08/2021,Oakwood Beach,OB,4495.00,2490000.00,,258731,RT-qPCR
09/07/2021,09/08/2021,Owls Head,OH,4371.00,1550000.00,,906442,RT-qPCR
09/07/2021,09/08/2021,Port Richmond,PR,4578.00,2610000.00,,226167,RT-qPCR
09/07/2021,09/08/2021,Red Hook,RH,5279.00,2230000.00,,224029,RT-qPCR
09/07/2021,09/08/2021,Rockaway,RK,3371.00,2540000.00,,120539,RT-qPCR
09/07/2021,09/08/2021,Tallman Island,TI,1458.00,748000.00,,449907,RT-qPCR
09/07/2021,09/08/2021,Wards Island,WI,5657.00,3620000.00,,1201485,RT-qPCR
09/12/2021,09/13/2021,26th Ward,26W,1550.00,1090000.00,,290608,RT-qPCR
09/12/2021,09/13/2021,Bowery Bay,BB,4063.00,1650000.00,,924695,RT-qPCR
09/12/2021,09/13/2021,Coney Island,CI,4423.00,2090000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,RT-qPCR
09/12/2021,09/13/2021,Hunts Point,HP,5088.00,3410000.00,,755948,RT-qPCR
09/12/2021,09/13/2021,Jamaica Bay,JA,5590.00,2350000.00,,748737,RT-qPCR
09/12/2021,09/13/2021,Newtown Creek,NC,7375.00,4350000.00,,1156473,RT-qPCR
09/12/2021,09/13/2021,North River,NR,7232.00,4240000.00,,658596,RT-qPCR
09/12/2021,09/13/2021,Oakwood Beach,OB,13361.00,6530000.00,,258731,RT-qPCR
09/12/2021,09/13/2021,Owls Head,OH,12950.00,4870000.00,,906442,RT-qPCR
09/12/2021,09/13/2021,Port Richmond,PR,6094.00,3060000.00,,226167,RT-qPCR
09/12/2021,09/13/2021,Red Hook,RH,4206.00,2130000.00,,224029,RT-qPCR
09/12/2021,09/13/2021,Rockaway,RK,5658.00,4260000.00,,120539,RT-qPCR
09/12/2021,09/13/2021,Tallman Island,TI,7727.00,3510000.00,,449907,RT-qPCR
09/12/2021,09/13/2021,Wards Island,WI,8649.00,5040000.00,,1201485,RT-qPCR
09/14/2021,09/15/2021,26th Ward,26W,2088.00,1360000.00,,290608,RT-qPCR
09/14/2021,09/15/2021,Bowery Bay,BB,3157.00,1240000.00,,924695,RT-qPCR
09/14/2021,09/15/2021,Coney Island,CI,507.00,222000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),682342,RT-qPCR
09/14/2021,09/15/2021,Hunts Point,HP,7228.00,4850000.00,,755948,RT-qPCR
09/14/2021,09/15/2021,Jamaica Bay,JA,18745.00,7580000.00,,748737,RT-qPCR
09/14/2021,09/15/2021,Newtown Creek,NC,4392.00,2790000.00,,1156473,RT-qPCR
09/14/2021,09/15/2021,North River,NR,4983.00,3040000.00,,658596,RT-qPCR
09/14/2021,09/15/2021,Oakwood Beach,OB,3921.00,1930000.00,,258731,RT-qPCR
09/14/2021,09/15/2021,Owls Head,OH,18257.00,6940000.00,,906442,RT-qPCR
09/14/2021,09/15/2021,Port Richmond,PR,7452.00,3620000.00,,226167,RT-qPCR
09/14/2021,09/15/2021,Red Hook,RH,7717.00,3390000.00,,224029,RT-qPCR
09/14/2021,09/15/2021,Rockaway,RK,1515.00,1050000.00,,120539,RT-qPCR
09/14/2021,09/15/2021,Tallman Island,TI,3407.00,1460000.00,,449907,RT-qPCR
09/14/2021,09/15/2021,Wards Island,WI,5626.00,3240000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485,RT-qPCR
09/19/2021,09/20/2021,26th Ward,26W,4272.00,2840000.00,,290608,RT-qPCR
09/19/2021,09/20/2021,Bowery Bay,BB,5804.00,2230000.00,,924695,RT-qPCR
09/19/2021,09/20/2021,Coney Island,CI,4158.00,1800000.00,,682342,RT-qPCR
09/19/2021,09/20/2021,Hunts Point,HP,4094.00,2730000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,RT-qPCR
09/19/2021,09/20/2021,Jamaica Bay,JA,6291.00,2580000.00,,748737,RT-qPCR
09/19/2021,09/20/2021,Newtown Creek,NC,5460.00,3290000.00,,1156473,RT-qPCR
09/19/2021,09/20/2021,North River,NR,2658.00,1590000.00,,658596,RT-qPCR
09/19/2021,09/20/2021,Oakwood Beach,OB,19137.00,8570000.00,,258731,RT-qPCR
09/19/2021,09/20/2021,Owls Head,OH,5954.00,2260000.00,,906442,RT-qPCR
09/19/2021,09/20/2021,Port Richmond,PR,4055.00,1830000.00,,226167,RT-qPCR
09/19/2021,09/20/2021,Red Hook,RH,5338.00,2350000.00,,224029,RT-qPCR
09/19/2021,09/20/2021,Rockaway,RK,2492.00,1800000.00,,120539,RT-qPCR
09/19/2021,09/20/2021,Tallman Island,TI,3222.00,1410000.00,,449907,RT-qPCR
09/19/2021,09/20/2021,Wards Island,WI,4154.00,2240000.00,,1201485,RT-qPCR
09/21/2021,09/22/2021,26th Ward,26W,7441.00,4650000.00,,290608,RT-qPCR
09/21/2021,09/22/2021,Bowery Bay,BB,4213.00,1640000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",924695,RT-qPCR
09/21/2021,09/22/2021,Coney Island,CI,5887.00,2510000.00,,682342,RT-qPCR
09/21/2021,09/22/2021,Hunts Point,HP,3475.00,2180000.00,,755948,RT-qPCR
09/21/2021,09/22/2021,Jamaica Bay,JA,6035.00,2380000.00,,748737,RT-qPCR
09/21/2021,09/22/2021,Newtown Creek,NC,7002.00,4400000.00,,1156473,RT-qPCR
09/21/2021,09/22/2021,North River,NR,4623.00,2900000.00,,658596,RT-qPCR
09/21/2021,09/22/2021,Oakwood Beach,OB,7286.00,3000000.00,,258731,RT-qPCR
09/21/2021,09/22/2021,Owls Head,OH,11221.00,4260000.00,,906442,RT-qPCR
09/21/2021,09/22/2021,Port Richmond,PR,3837.00,1670000.00,,226167,RT-qPCR
09/21/2021,09/22/2021,Red Hook,RH,5404.00,2370000.00,,224029,RT-qPCR
09/21/2021,09/22/2021,Rockaway,RK,502.00,347000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,RT-qPCR
09/21/2021,09/22/2021,Tallman Island,TI,3718.00,1690000.00,,449907,RT-qPCR
09/21/2021,09/22/2021,Wards Island,WI,5450.00,2590000.00,,1201485,RT-qPCR
09/26/2021,09/27/2021,26th Ward,26W,3339.00,2170000.00,,290608,RT-qPCR
09/26/2021,09/27/2021,Bowery Bay,BB,1947.00,749000.00,,924695,RT-qPCR
09/26/2021,09/27/2021,Coney Island,CI,3593.00,1550000.00,,682342,RT-qPCR
09/26/2021,09/27/2021,Hunts Point,HP,2625.00,1790000.00,,755948,RT-qPCR
09/26/2021,09/27/2021,Jamaica Bay,JA,4120.00,1670000.00,,748737,RT-qPCR
09/26/2021,09/27/2021,Newtown Creek,NC,4825.00,2800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,RT-qPCR
09/26/2021,09/27/2021,North River,NR,1178.00,698000.00,,658596,RT-qPCR
09/26/2021,09/27/2021,Oakwood Beach,OB,13160.00,5950000.00,,258731,RT-qPCR
09/26/2021,09/27/2021,Owls Head,OH,6795.00,2500000.00,,906442,RT-qPCR
09/26/2021,09/27/2021,Port Richmond,PR,2445.00,1190000.00,,226167,RT-qPCR
09/26/2021,09/27/2021,Red Hook,RH,4268.00,1660000.00,,224029,RT-qPCR
09/26/2021,09/27/2021,Rockaway,RK,6153.00,4060000.00,,120539,RT-qPCR
09/26/2021,09/27/2021,Tallman Island,TI,3155.00,1780000.00,,449907,RT-qPCR
09/26/2021,09/27/2021,Wards Island,WI,1231.00,729000.00,,1201485,RT-qPCR
09/28/2021,09/29/2021,26th Ward,26W,3853.00,2610000.00,,290608,RT-qPCR
09/28/2021,09/29/2021,Bowery Bay,BB,984.00,411000.00,,924695,RT-qPCR
09/28/2021,09/29/2021,Coney Island,CI,4222.00,1940000.00,,682342,RT-qPCR
09/28/2021,09/29/2021,Hunts Point,HP,4540.00,3320000.00,,755948,RT-qPCR
09/28/2021,09/29/2021,Jamaica Bay,JA,7067.00,2870000.00,,748737,RT-qPCR
09/28/2021,09/29/2021,Newtown Creek,NC,4812.00,3100000.00,,1156473,RT-qPCR
09/28/2021,09/29/2021,North River,NR,4115.00,2720000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,RT-qPCR
09/28/2021,09/29/2021,Oakwood Beach,OB,10305.00,4600000.00,,258731,RT-qPCR
09/28/2021,09/29/2021,Owls Head,OH,6633.00,2660000.00,,906442,RT-qPCR
09/28/2021,09/29/2021,Port Richmond,PR,4951.00,2400000.00,,226167,RT-qPCR
09/28/2021,09/29/2021,Red Hook,RH,9404.00,4130000.00,,224029,RT-qPCR
09/28/2021,09/29/2021,Rockaway,RK,3521.00,2100000.00,,120539,RT-qPCR
09/28/2021,09/29/2021,Tallman Island,TI,3581.00,1720000.00,,449907,RT-qPCR
09/28/2021,09/29/2021,Wards Island,WI,3448.00,2120000.00,,1201485,RT-qPCR
10/03/2021,10/04/2021,26th Ward,26W,3498.00,2230000.00,,290608,RT-qPCR
10/03/2021,10/04/2021,Bowery Bay,BB,21202.00,8250000.00,,924695,RT-qPCR
10/03/2021,10/04/2021,Coney Island,CI,8527.00,3500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,RT-qPCR
10/03/2021,10/04/2021,Hunts Point,HP,2080.00,1390000.00,,755948,RT-qPCR
10/03/2021,10/04/2021,Jamaica Bay,JA,3656.00,1460000.00,,748737,RT-qPCR
10/03/2021,10/04/2021,Newtown Creek,NC,3308.00,1920000.00,,1156473,RT-qPCR
10/03/2021,10/04/2021,North River,NR,3491.00,2150000.00,,658596,RT-qPCR
10/03/2021,10/04/2021,Oakwood Beach,OB,9987.00,4350000.00,,258731,RT-qPCR
10/03/2021,10/04/2021,Owls Head,OH,5762.00,2240000.00,,906442,RT-qPCR
10/03/2021,10/04/2021,Port Richmond,PR,4324.00,1950000.00,,226167,RT-qPCR
10/03/2021,10/04/2021,Red Hook,RH,5423.00,2110000.00,,224029,RT-qPCR
10/03/2021,10/04/2021,Rockaway,RK,1620.00,1070000.00,,120539,RT-qPCR
10/03/2021,10/04/2021,Tallman Island,TI,3711.00,1650000.00,,449907,RT-qPCR
10/03/2021,10/04/2021,Wards Island,WI,3597.00,2070000.00,,1201485,RT-qPCR
10/05/2021,10/06/2021,26th Ward,26W,5807.00,3710000.00,,290608,RT-qPCR
10/05/2021,10/06/2021,Bowery Bay,BB,8296.00,3230000.00,,924695,RT-qPCR
10/05/2021,10/06/2021,Coney Island,CI,4858.00,2020000.00,,682342,RT-qPCR
10/05/2021,10/06/2021,Hunts Point,HP,3393.00,2240000.00,,755948,RT-qPCR
10/05/2021,10/06/2021,Jamaica Bay,JA,7162.00,2790000.00,,748737,RT-qPCR
10/05/2021,10/06/2021,Newtown Creek,NC,4825.00,3000000.00,,1156473,RT-qPCR
10/05/2021,10/06/2021,North River,NR,15240.00,9720000.00,,658596,RT-qPCR
10/05/2021,10/06/2021,Oakwood Beach,OB,8654.00,3580000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,RT-qPCR
10/05/2021,10/06/2021,Owls Head,OH,8793.00,3190000.00,,906442,RT-qPCR
10/05/2021,10/06/2021,Port Richmond,PR,3674.00,1600000.00,,226167,RT-qPCR
10/05/2021,10/06/2021,Red Hook,RH,5321.00,2160000.00,,224029,RT-qPCR
10/05/2021,10/06/2021,Rockaway,RK,2742.00,1640000.00,,120539,RT-qPCR
10/05/2021,10/06/2021,Tallman Island,TI,4822.00,2110000.00,,449907,RT-qPCR
10/05/2021,10/06/2021,Wards Island,WI,5380.00,2250000.00,,1201485,RT-qPCR
10/12/2021,10/13/2021,26th Ward,26W,2025.00,1240000.00,,290608,RT-qPCR
10/12/2021,10/13/2021,Bowery Bay,BB,3147.00,1160000.00,,924695,RT-qPCR
10/12/2021,10/13/2021,Coney Island,CI,3722.00,1630000.00,,682342,RT-qPCR
10/12/2021,10/13/2021,Hunts Point,HP,1543.00,881000.00,,755948,RT-qPCR
10/12/2021,10/13/2021,Jamaica Bay,JA,4180.00,1580000.00,,748737,RT-qPCR
10/12/2021,10/13/2021,Newtown Creek,NC,958.00,574000.00,,1156473,RT-qPCR
10/12/2021,10/13/2021,North River,NR,1286.00,791000.00,,658596,RT-qPCR
10/12/2021,10/13/2021,Oakwood Beach,OB,,,Concentration below Method Limit of Detection,258731,RT-qPCR
10/12/2021,10/13/2021,Owls Head,OH,3142.00,1140000.00,,906442,RT-qPCR
10/12/2021,10/13/2021,Port Richmond,PR,2017.00,844000.00,,226167,RT-qPCR
10/12/2021,10/13/2021,Red Hook,RH,2498.00,1010000.00,,224029,RT-qPCR
10/12/2021,10/13/2021,Rockaway,RK,1368.00,902000.00,,120539,RT-qPCR
10/12/2021,10/13/2021,Tallman Island,TI,1295.00,566000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,RT-qPCR
10/12/2021,10/13/2021,Wards Island,WI,1118.00,613000.00,,1201485,RT-qPCR
10/17/2021,10/18/2021,26th Ward,26W,2031.00,1270000.00,,290608,RT-qPCR
10/17/2021,10/18/2021,Bowery Bay,BB,7264.00,2620000.00,,924695,RT-qPCR
10/17/2021,10/18/2021,Coney Island,CI,4378.00,1700000.00,,682342,RT-qPCR
10/17/2021,10/18/2021,Hunts Point,HP,1285.00,708000.00,,755948,RT-qPCR
10/17/2021,10/18/2021,Jamaica Bay,JA,5916.00,2300000.00,,748737,RT-qPCR
10/17/2021,10/18/2021,Newtown Creek,NC,7268.00,4020000.00,,1156473,RT-qPCR
10/17/2021,10/18/2021,North River,NR,2545.00,1450000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,RT-qPCR
10/17/2021,10/18/2021,Oakwood Beach,OB,9873.00,4060000.00,,258731,RT-qPCR
10/17/2021,10/18/2021,Owls Head,OH,12783.00,5020000.00,,906442,RT-qPCR
10/17/2021,10/18/2021,Port Richmond,PR,2096.00,842000.00,,226167,RT-qPCR
10/17/2021,10/18/2021,Red Hook,RH,5427.00,2110000.00,,224029,RT-qPCR
10/17/2021,10/18/2021,Rockaway,RK,1677.00,1160000.00,,120539,RT-qPCR
10/17/2021,10/18/2021,Tallman Island,TI,1580.00,718000.00,,449907,RT-qPCR
10/17/2021,10/18/2021,Wards Island,WI,4202.00,2200000.00,,1201485,RT-qPCR
10/19/2021,10/20/2021,26th Ward,26W,3138.00,1920000.00,,290608,RT-qPCR
10/19/2021,10/20/2021,Bowery Bay,BB,3717.00,1290000.00,,924695,RT-qPCR
10/19/2021,10/20/2021,Coney Island,CI,2907.00,1130000.00,,682342,RT-qPCR
10/19/2021,10/20/2021,Hunts Point,HP,1037.00,566000.00,,755948,RT-qPCR
10/19/2021,10/20/2021,Jamaica Bay,JA,2598.00,972000.00,,748737,RT-qPCR
10/19/2021,10/20/2021,Newtown Creek,NC,1585.00,908000.00,,1156473,RT-qPCR
10/19/2021,10/20/2021,North River,NR,1580.00,908000.00,,658596,RT-qPCR
10/19/2021,10/20/2021,Oakwood Beach,OB,18827.00,7300000.00,,258731,RT-qPCR
10/19/2021,10/20/2021,Owls Head,OH,6407.00,2460000.00,,906442,RT-qPCR
10/19/2021,10/20/2021,Port Richmond,PR,3503.00,1290000.00,,226167,RT-qPCR
10/19/2021,10/20/2021,Red Hook,RH,1261.00,490000.00,,224029,RT-qPCR
10/19/2021,10/20/2021,Rockaway,RK,451.00,298000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,RT-qPCR
10/19/2021,10/20/2021,Tallman Island,TI,1467.00,679000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,RT-qPCR
10/19/2021,10/20/2021,Wards Island,WI,1383.00,697000.00,,1201485,RT-qPCR
10/24/2021,10/25/2021,26th Ward,26W,2542.00,1590000.00,,290608,RT-qPCR
10/24/2021,10/25/2021,Bowery Bay,BB,4525.00,1610000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695,RT-qPCR
10/24/2021,10/25/2021,Coney Island,CI,3623.00,1430000.00,,682342,RT-qPCR
10/24/2021,10/25/2021,Hunts Point,HP,808.00,457000.00,,755948,RT-qPCR
10/24/2021,10/25/2021,Jamaica Bay,JA,1978.00,770000.00,,748737,RT-qPCR
10/24/2021,10/25/2021,Newtown Creek,NC,3873.00,2140000.00,,1156473,RT-qPCR
10/24/2021,10/25/2021,North River,NR,1755.00,938000.00,,658596,RT-qPCR
10/24/2021,10/25/2021,Oakwood Beach,OB,3275.00,1310000.00,,258731,RT-qPCR
10/24/2021,10/25/2021,Owls Head,OH,4425.00,1610000.00,,906442,RT-qPCR
10/24/2021,10/25/2021,Port Richmond,PR,4230.00,1560000.00,,226167,RT-qPCR
10/24/2021,10/25/2021,Red Hook,RH,1894.00,768000.00,,224029,RT-qPCR
10/24/2021,10/25/2021,Rockaway,RK,2220.00,1320000.00,,120539,RT-qPCR
10/24/2021,10/25/2021,Tallman Island,TI,2311.00,991000.00,,449907,RT-qPCR
10/24/2021,10/25/2021,Wards Island,WI,2416.00,1290000.00,,1201485,RT-qPCR
10/26/2021,10/27/2021,26th Ward,26W,536.00,1120000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,RT-qPCR
10/26/2021,10/27/2021,Bowery Bay,BB,838.00,933000.00,,924695,RT-qPCR
10/26/2021,10/27/2021,Coney Island,CI,1573.00,1450000.00,,682342,RT-qPCR
10/26/2021,10/27/2021,Hunts Point,HP,918.00,1570000.00,,755948,RT-qPCR
10/26/2021,10/27/2021,Jamaica Bay,JA,1598.00,1340000.00,,748737,RT-qPCR
10/26/2021,10/27/2021,Newtown Creek,NC,839.00,1430000.00,,1156473,RT-qPCR
10/26/2021,10/27/2021,North River,NR,709.00,1090000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,RT-qPCR
10/26/2021,10/27/2021,Oakwood Beach,OB,4048.00,4060000.00,,258731,RT-qPCR
10/26/2021,10/27/2021,Owls Head,OH,1719.00,1400000.00,,906442,RT-qPCR
10/26/2021,10/27/2021,Port Richmond,PR,881.00,560000.00,,226167,RT-qPCR
10/26/2021,10/27/2021,Red Hook,RH,250.00,393000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029,RT-qPCR
10/26/2021,10/27/2021,Rockaway,RK,1052.00,991000.00,,120539,RT-qPCR
10/26/2021,10/27/2021,Tallman Island,TI,336.00,388000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,RT-qPCR
10/26/2021,10/27/2021,Wards Island,WI,730.00,1010000.00,,1201485,RT-qPCR
11/02/2021,11/03/2021,26th Ward,26W,6506.00,4150000.00,,290608,RT-qPCR
11/02/2021,11/03/2021,Bowery Bay,BB,4735.00,1710000.00,,924695,RT-qPCR
11/02/2021,11/03/2021,Coney Island,CI,2185.00,994000.00,,682342,RT-qPCR
11/02/2021,11/03/2021,Hunts Point,HP,2340.00,1360000.00,,755948,RT-qPCR
11/02/2021,11/03/2021,Jamaica Bay,JA,3547.00,1420000.00,,748737,RT-qPCR
11/02/2021,11/03/2021,Newtown Creek,NC,2088.00,1260000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,RT-qPCR
11/02/2021,11/03/2021,North River,NR,1382.00,810000.00,,658596,RT-qPCR
11/02/2021,11/03/2021,Oakwood Beach,OB,3540.00,1610000.00,,258731,RT-qPCR
11/02/2021,11/03/2021,Owls Head,OH,4433.00,1560000.00,,906442,RT-qPCR
11/02/2021,11/03/2021,Port Richmond,PR,1245.00,604000.00,,226167,RT-qPCR
11/02/2021,11/03/2021,Red Hook,RH,6430.00,2610000.00,,224029,RT-qPCR
11/02/2021,11/03/2021,Rockaway,RK,725.00,501000.00,,120539,RT-qPCR
11/02/2021,11/03/2021,Tallman Island,TI,2269.00,1180000.00,,449907,RT-qPCR
11/02/2021,11/03/2021,Wards Island,WI,2069.00,1200000.00,,1201485,RT-qPCR
11/07/2021,11/08/2021,26th Ward,26W,971.00,633000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,290608,RT-qPCR
11/07/2021,11/08/2021,Bowery Bay,BB,5631.00,2280000.00,,924695,RT-qPCR
11/07/2021,11/08/2021,Coney Island,CI,2751.00,1240000.00,,682342,RT-qPCR
11/07/2021,11/08/2021,Hunts Point,HP,1387.00,757000.00,,755948,RT-qPCR
11/07/2021,11/08/2021,Jamaica Bay,JA,2323.00,928000.00,,748737,RT-qPCR
11/07/2021,11/08/2021,Newtown Creek,NC,1942.00,1170000.00,,1156473,RT-qPCR
11/07/2021,11/08/2021,North River,NR,2032.00,1180000.00,,658596,RT-qPCR
11/07/2021,11/08/2021,Oakwood Beach,OB,3560.00,1610000.00,,258731,RT-qPCR
11/07/2021,11/08/2021,Owls Head,OH,7494.00,2910000.00,,906442,RT-qPCR
11/07/2021,11/08/2021,Port Richmond,PR,2984.00,1350000.00,,226167,RT-qPCR
11/07/2021,11/08/2021,Red Hook,RH,2975.00,1210000.00,,224029,RT-qPCR
11/07/2021,11/08/2021,Rockaway,RK,278.00,184000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,RT-qPCR
11/07/2021,11/08/2021,Tallman Island,TI,3343.00,1460000.00,,449907,RT-qPCR
11/07/2021,11/08/2021,Wards Island,WI,1956.00,1080000.00,,1201485,RT-qPCR
11/14/2021,11/15/2021,26th Ward,26W,1919.00,1250000.00,,290608,RT-qPCR
11/14/2021,11/15/2021,Bowery Bay,BB,3847.00,1400000.00,,924695,RT-qPCR
11/14/2021,11/15/2021,Coney Island,CI,4194.00,1810000.00,,682342,RT-qPCR
11/14/2021,11/15/2021,Hunts Point,HP,2256.00,1210000.00,,755948,RT-qPCR
11/14/2021,11/15/2021,Jamaica Bay,JA,9029.00,3650000.00,,748737,RT-qPCR
11/14/2021,11/15/2021,Newtown Creek,NC,3299.00,1880000.00,,1156473,RT-qPCR
11/14/2021,11/15/2021,North River,NR,2513.00,1390000.00,,658596,RT-qPCR
11/14/2021,11/15/2021,Oakwood Beach,OB,2557.00,1090000.00,,258731,RT-qPCR
