ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED,MANUFACTURER_MISSPELLED,pred
1,Food-Spice,Turmeric powder,Lead,2.9,ppm,[],INDIA,01/04/2011 12:00:00 AM,,False,False
2,Food-Spice,Cumin powder,Lead,2.4,ppm,[],INDIA,01/04/2011 12:00:00 AM,,False,False
3,Food-Spice,Cumin seeds,Lead,2.8,ppm,[],INDIA,01/04/2011 12:00:00 AM,,False,False
4,Food-Spice,Masala,Lead,12.0,ppm,[],UNKNOWN OR NOT STATED,01/04/2011 12:00:00 AM,,False,False
5,Food-Candy,Tamarind Candy,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,01/06/2011 12:00:00 AM,,False,False
6,Food-Candy,Lucas Muecas candy,Lead,-1.0,ppm,"['lucas', 'muecas']",MEXICO,01/06/2011 12:00:00 AM,,True,True
7,Jewelry,Amulet (Tabeez),Lead,580000.0,ppm,[],BANGLADESH,01/13/2011 12:00:00 AM,,False,False
8,Jewelry,String for amulet/tabeez,Lead,-1.0,ppm,[],BANGLADESH,01/13/2011 12:00:00 AM,,False,False
9,Cosmetics,Surma (Hashmi),Lead,410000.0,ppm,[],PAKISTAN,01/19/2011 12:00:00 AM,,False,False
10,Food-Spice,Powdered red pepper,Lead,-1.0,ppm,[],INDIA,01/19/2011 12:00:00 AM,,False,False
11,Food-Spice,Turmeric (Haldi),Lead,-1.0,ppm,[],INDIA,01/19/2011 12:00:00 AM,,False,False
12,Food-Spice,Garam masala,Lead,3.2,ppm,[],INDIA,01/19/2011 12:00:00 AM,,False,False
13,Food-Spice,Garam masala,Lead,3.8,ppm,[],INDIA,01/19/2011 12:00:00 AM,,False,False
14,Food-Spice,Red pepper spice,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,01/19/2011 12:00:00 AM,,False,False
15,Food-Spice,Turmeric powder,Lead,610.0,ppm,[],BANGLADESH,01/21/2011 12:00:00 AM,,False,False
16,Food-Spice,Chili powder,Lead,3.8,ppm,[],BANGLADESH,01/21/2011 12:00:00 AM,,False,False
17,Dietary Supplement/Medications/Remedy,Pregnita (Ayurvedic),Lead,12000.0,ppm,"['pvt.', 'ajmera', 'ltd.']",INDIA,01/24/2011 12:00:00 AM,,True,True
18,Dietary Supplement/Medications/Remedy,Calcimax 500,Lead,2.7,ppm,"['meyer', 'vitabiotics']",INDIA,01/24/2011 12:00:00 AM,,True,False
19,Food-Spice,Turmeric,Lead,1.5,ppm,[],UNKNOWN OR NOT STATED,01/24/2011 12:00:00 AM,,False,False
20,Food-Spice,Red pepper,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,01/24/2011 12:00:00 AM,,False,False
21,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,['frito'],DOMINICAN REPUBLIC,02/07/2011 12:00:00 AM,,True,False
22,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,['frito'],DOMINICAN REPUBLIC,02/07/2011 12:00:00 AM,,True,False
23,Cosmetics,Johnson & Johnson Baby Powder,Lead,-1.0,ppm,"['oleh', 'dipsoduske']",INDONESIA,02/07/2011 12:00:00 AM,,True,False
24,Food Other,Dulces Vero,Lead,-1.0,ppm,['viacom'],MEXICO,02/08/2011 12:00:00 AM,,True,False
25,Food-Spice,Crevette fish bouillon,Lead,-1.0,ppm,[],GUINEA,02/08/2011 12:00:00 AM,,False,False
26,Jewelry,Amulet/charm,Lead,500000.0,ppm,[],UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,,False,False
27,Jewelry,Fashion hair clip,Lead,330000.0,ppm,[],UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,,False,False
28,Tableware/Pottery,Clay pot,Cadmium,-1.0,ppm,[],UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,,False,False
29,Tableware/Pottery,Clay pot,Lead,6.2,ppm,[],UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,,False,False
30,Food-Spice,Chilli powder,Lead,-1.0,ppm,[],BANGLADESH,02/15/2011 12:00:00 AM,,False,False
31,Toys/Children's Products,Red Race Car (Rust-Eze 95),Lead,73.0,ppm,[],UNKNOWN OR NOT STATED,02/18/2011 12:00:00 AM,,False,False
32,Food-Spice,Soup seasoning,Lead,-1.0,ppm,['prodravka'],CROATIA (local name: Hrvatska),02/22/2011 12:00:00 AM,,True,True
33,Food Other,Baking yeast,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,02/22/2011 12:00:00 AM,,False,False
34,Food-Spice,Coriander powder,Lead,-1.0,ppm,[],BANGLADESH,03/05/2011 12:00:00 AM,,False,False
35,Food-Spice,Turmeric powder,Lead,760.0,ppm,[],UNKNOWN OR NOT STATED,03/05/2011 12:00:00 AM,,False,False
36,Cosmetics,Surma (Hashmi),Lead,610000.0,ppm,[],UNKNOWN OR NOT STATED,03/06/2011 12:00:00 AM,,False,False
37,Jewelry,Children's jewelry,Lead,38.0,ppm,[],CHINA,03/09/2011 12:00:00 AM,,False,False
38,Jewelry,Children's jewelry set,Lead,74.0,ppm,[],CHINA,03/09/2011 12:00:00 AM,,False,False
39,Jewelry,Children's jewelry set (MSA),Lead,180.0,ppm,[],CHINA,03/09/2011 12:00:00 AM,,False,False
40,Jewelry,Earrings (Lady bug red/black ),Lead,69.0,ppm,[],KOREA - DEMOCRATIC PEOPLE'S REPUBLIC OF,03/09/2011 12:00:00 AM,,False,False
41,Jewelry,Metal charms -butterfly,Lead,870000.0,ppm,[],UNKNOWN OR NOT STATED,03/09/2011 12:00:00 AM,,False,False
42,Jewelry,Metal painted charms - bear shaped,Lead,530000.0,ppm,[],UNKNOWN OR NOT STATED,03/09/2011 12:00:00 AM,,False,False
43,Food-Spice,Chili powder,Lead,-1.0,ppm,[],INDIA,03/10/2011 12:00:00 AM,,False,False
44,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],INDIA,03/10/2011 12:00:00 AM,,False,False
45,Food-Spice,Coriander powder,Lead,-1.0,ppm,[],INDIA,03/10/2011 12:00:00 AM,,False,False
46,Food-Spice,Tea masala,Lead,-1.0,ppm,[],INDIA,03/10/2011 12:00:00 AM,,False,False
47,Dietary Supplement/Medications/Remedy,Adusol (Ayurvedic),Lead,0.015,ppm,"['pvt.', 'ltd', 'ajanta']",INDIA,03/10/2011 12:00:00 AM,,True,False
48,Dietary Supplement/Medications/Remedy,Omkar Adulsa Compound (Ayurvedic),Lead,0.16,ppm,['omkara'],INDIA,03/10/2011 12:00:00 AM,,True,False
49,Food-Spice,Black cumin,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/16/2011 12:00:00 AM,,False,False
50,Food-Spice,Ajwain,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/16/2011 12:00:00 AM,,False,False
51,Food-Spice,Curry powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/16/2011 12:00:00 AM,,False,False
52,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],PAKISTAN,03/16/2011 12:00:00 AM,,False,False
53,Food-Candy,Dulces Vero Mango,Lead,0.44,ppm,"['dulces', 'vero']",MEXICO,03/17/2011 12:00:00 AM,,True,False
54,Toys/Children's Products,Painted Metal Toy School Bus,Lead,41.0,ppm,['corp'],MACAU,03/17/2011 12:00:00 AM,,True,False
55,Toys/Children's Products,Painted wooden toy top,Lead,170.0,ppm,[],MEXICO,03/17/2011 12:00:00 AM,,False,False
56,Food-Spice,Cumin powder,Lead,4.4,ppm,[],UNKNOWN OR NOT STATED,03/22/2011 12:00:00 AM,,False,False
57,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/22/2011 12:00:00 AM,,False,False
58,Food-Spice,Chili powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/22/2011 12:00:00 AM,,False,False
59,Dietary Supplement/Medications/Remedy,Cetamol - liquid pain & fever reliever,Lead,-1.0,ppm,['cetamol'],JAMAICA,03/24/2011 12:00:00 AM,,True,True
60,Dietary Supplement/Medications/Remedy,Infants Gripe Mixture,Lead,-1.0,ppm,"['ltd', 'co.', 'p.a.']",JAMAICA,03/24/2011 12:00:00 AM,,True,False
61,Dietary Supplement/Medications/Remedy,Children's DPH decongestant,Lead,-1.0,ppm,[],JAMAICA,03/24/2011 12:00:00 AM,,False,False
62,Food-Spice,Georgian spice,Lead,-1.0,ppm,[],GEORGIA,03/25/2011 12:00:00 AM,,False,False
63,Food-Spice,Georgian spice,Lead,0.7,ppm,[],GEORGIA,03/25/2011 12:00:00 AM,,False,False
64,Food-Spice,Georgian spice,Lead,1.5,ppm,[],GEORGIA,03/25/2011 12:00:00 AM,,False,False
65,Food-Spice,Cumin,Lead,-1.0,ppm,[],GEORGIA,03/25/2011 12:00:00 AM,,False,False
66,Food-Spice,Chili powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/25/2011 12:00:00 AM,,False,False
67,Food Other,Fruit preserved mangoes cooked in clay pot,Lead,350.0,ppm,[],UNKNOWN OR NOT STATED,03/28/2011 12:00:00 AM,,False,False
68,Food-Spice,Red chilli powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/29/2011 12:00:00 AM,,False,False
69,Food-Spice,Coriander seeds,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/29/2011 12:00:00 AM,,False,False
70,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Arsenic,-1.0,ppm,"['dabur', 'ltd.']",INDIA,03/30/2011 12:00:00 AM,,True,False
71,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Lead,29.0,ppm,"['dabur', 'ltd.']",INDIA,03/30/2011 12:00:00 AM,,True,False
72,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Mercury,31000.0,ppm,"['dabur', 'ltd.']",INDIA,03/30/2011 12:00:00 AM,,True,False
73,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Arsenic,1700.0,ppm,['vyas'],INDIA,03/30/2011 12:00:00 AM,,True,False
74,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Lead,9400.0,ppm,['vyas'],INDIA,03/30/2011 12:00:00 AM,,True,False
75,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Mercury,70000.0,ppm,['vyas'],INDIA,03/30/2011 12:00:00 AM,,True,False
76,Tableware/Pottery,Miniature clay pot (ingested),Lead,25000.0,ppm,[],UNKNOWN OR NOT STATED,04/01/2011 12:00:00 AM,,False,False
77,Food-Spice,Chili powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/04/2011 12:00:00 AM,,False,False
78,Food-Spice,Turmeric,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/04/2011 12:00:00 AM,,False,False
79,Food-Spice,Safflower-yellow flower,Lead,12.0,ppm,[],UNKNOWN OR NOT STATED,04/04/2011 12:00:00 AM,,False,False
80,Toys/Children's Products,Yellow plastic fish with green fin,Lead,-1.0,ppm,[],CHINA,04/06/2011 12:00:00 AM,,False,False
81,Food-Spice,Ginger powder,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
82,Food Other,Orange food coloring,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
83,Food-Spice,Chili powder,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
84,Food-Spice,Oregano,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
85,Food Other,Tea,Lead,3.2,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
86,Food-Spice,Curry powder,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
87,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
88,Dietary Supplement/Medications/Remedy,Purple flower,Lead,-1.0,ppm,[],MOROCCO,04/06/2011 12:00:00 AM,,False,False
89,Food-Candy,El Chavo Lollipop,Lead,-1.0,ppm,"['dulces', 'vero']",MEXICO,04/07/2011 12:00:00 AM,,True,False
90,Food-Spice,Georgian spice (Yellow flour),Lead,14000.0,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
91,Food-Spice,Uckho Suneli,Lead,8.5,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
92,Food-Spice,Chili powder,Lead,-1.0,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
93,Food-Spice,Kinzi spice,Lead,-1.0,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
94,Food-Spice,Kondari green spice,Lead,3.2,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
95,Food-Spice,Svanuri salt,Lead,-1.0,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
96,Food-Spice,Kinzi Marilit,Lead,-1.0,ppm,[],GEORGIA,04/07/2011 12:00:00 AM,,False,False
97,Food-Spice,Jeera (Cumin),Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/11/2011 12:00:00 AM,,False,False
98,Food-Spice,Turmeric (Haldi),Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/11/2011 12:00:00 AM,,False,False
99,Food-Spice,Unlabeled spice,Lead,-1.0,ppm,"['preema', 'ltd']",UNITED KINGDOM,04/11/2011 12:00:00 AM,,True,True
100,Food-Spice,Dhania (Coriander powder),Lead,2.6,ppm,[],UNKNOWN OR NOT STATED,04/11/2011 12:00:00 AM,,False,False
101,Food-Spice,Paprika,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/11/2011 12:00:00 AM,,False,False
102,Toys/Children's Products,Painted wooden toy,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/14/2011 12:00:00 AM,,False,False
103,Food Other,Dried Fish,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/14/2011 12:00:00 AM,,False,False
104,Food-Spice,Cumin powder,Lead,-1.0,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
105,Food-Spice,Chili powder,Lead,2.2,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
106,Food-Spice,Turmeric powder,Lead,1300.0,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
107,Food-Spice,Cardamon | Chili pepper | Cinnamon,Lead,0.91,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
108,Food-Spice,Turmeric powder,Lead,1.5,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
109,Food-Spice,Cumin powder,Lead,-1.0,ppm,[],BANGLADESH,04/14/2011 12:00:00 AM,,False,False
110,Food Other,Olla Azteca Tamarind Pulp,Lead,-1.0,ppm,['azteca'],MEXICO,04/15/2011 12:00:00 AM,,True,False
111,Food Other,Donitas (chili and lemon fried flour chips),Lead,-1.0,ppm,['totis'],MEXICO,04/15/2011 12:00:00 AM,,True,True
112,Food-Spice,Cumin,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/15/2011 12:00:00 AM,,False,False
113,Food-Spice,Turmeric,Lead,5.5,ppm,['radhuni'],BANGLADESH,04/18/2011 12:00:00 AM,,True,True
114,Food-Spice,Chili powder,Lead,-1.0,ppm,['radhuni'],BANGLADESH,04/18/2011 12:00:00 AM,,True,True
115,Food-Spice,Cumin Powder,Lead,-1.0,ppm,['radhuni'],BANGLADESH,04/18/2011 12:00:00 AM,,True,True
116,Food Other,Ambroxol Hydrochloride BP,Lead,-1.0,ppm,['pharmacuetical'],BANGLADESH,04/18/2011 12:00:00 AM,,True,True
117,Dietary Supplement/Medications/Remedy,Ketotifen 1 mg,Lead,-1.0,ppm,['aci'],BANGLADESH,04/18/2011 12:00:00 AM,,True,False
118,Dietary Supplement/Medications/Remedy,Zovia Kids Multivitamin Syrup,Lead,-1.0,ppm,['pharma'],BANGLADESH,04/18/2011 12:00:00 AM,,True,False
119,Dietary Supplement/Medications/Remedy,Montelukast 4mg,Lead,-1.0,ppm,[],BANGLADESH,04/18/2011 12:00:00 AM,,False,False
120,Food-Spice,Chili powder,Lead,2.1,ppm,[],BANGLADESH,04/19/2011 12:00:00 AM,,False,False
121,Food-Spice,Coriander powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,,False,False
122,Food-Spice,Cumin powder,Lead,-1.0,ppm,[],BANGLADESH,04/19/2011 12:00:00 AM,,False,False
123,Food-Spice,Turmeric powder,Lead,2.2,ppm,[],BANGLADESH,04/19/2011 12:00:00 AM,,False,False
124,Food-Spice,Turmeric powder,Lead,1300.0,ppm,[],BANGLADESH,04/19/2011 12:00:00 AM,,False,False
125,Food Other,Dried fish,Lead,2.2,ppm,[],UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,,False,False
126,Jewelry,Bracelet,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,,False,False
127,Jewelry,Bracelet,Lead,1500.0,ppm,[],UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,,False,False
128,Food Other,Red jelly filled cookie,Lead,-1.0,ppm,[],MEXICO,04/20/2011 12:00:00 AM,,False,False
129,Food Other,Canelitas cinnamon cookies,Lead,-1.0,ppm,[],MEXICO,04/20/2011 12:00:00 AM,,False,False
130,Food-Spice,Chili powder,Lead,-1.0,ppm,"['ltd', 'products,']",BANGLADESH,04/22/2011 12:00:00 AM,,True,True
131,Food-Spice,Cumin powder,Lead,-1.0,ppm,"['ltd', 'products,']",BANGLADESH,04/22/2011 12:00:00 AM,,True,True
132,Food-Spice,Curry powder,Lead,-1.0,ppm,"['ltd', 'products,']",BANGLADESH,04/22/2011 12:00:00 AM,,True,True
133,Food-Spice,Coriander powder,Lead,-1.0,ppm,"['ltd.', 'products,']",BANGLADESH,04/22/2011 12:00:00 AM,,True,True
134,Food Other,Brown bark like material,Lead,330.0,ppm,[],CHINA,04/26/2011 12:00:00 AM,,False,False
135,Food-Spice,Rhizoma simi lacis glabrae,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/26/2011 12:00:00 AM,,False,False
136,Food Other,Cordyceps,Lead,-1.0,ppm,['yiyuan'],UNKNOWN OR NOT STATED,04/26/2011 12:00:00 AM,,True,False
137,Food Other,Off-white wood like material for soup,Lead,-1.0,ppm,['yiyuan'],UNKNOWN OR NOT STATED,04/26/2011 12:00:00 AM,,True,False
138,Food-Spice,Almonds,Lead,-1.0,ppm,['yiyuan'],UNKNOWN OR NOT STATED,04/26/2011 12:00:00 AM,,True,False
139,Toys/Children's Products,Copper colored painted ceramics,Lead,25000.0,ppm,[],MEXICO,04/28/2011 12:00:00 AM,,False,False
140,Toys/Children's Products,Painted green and tan ceramic toy,Lead,2300.0,ppm,[],MEXICO,04/28/2011 12:00:00 AM,,False,False
141,Toys/Children's Products,Painted brown ceramic miniature pot,Lead,8900.0,ppm,[],MEXICO,04/28/2011 12:00:00 AM,,False,False
142,Food Other,"Leche galletas (package of sweet crackers, white)",Lead,-1.0,ppm,"['malla', 'grupo']",DOMINICAN REPUBLIC,04/28/2011 12:00:00 AM,,True,False
143,Food Other,Tan cookies,Lead,-1.0,ppm,[],MEXICO,04/28/2011 12:00:00 AM,,False,False
144,Food-Spice,Kashmiri Chili powder,Lead,12.0,ppm,['ltd'],INDIA,04/28/2011 12:00:00 AM,,True,False
145,Food-Spice,Coriander powder,Lead,8.3,ppm,[],UNKNOWN OR NOT STATED,04/28/2011 12:00:00 AM,,False,False
146,Food-Spice,Curry powder,Lead,1.2,ppm,[],UNKNOWN OR NOT STATED,04/28/2011 12:00:00 AM,,False,False
147,Food-Spice,Masala,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,04/28/2011 12:00:00 AM,,False,False
148,Food-Spice,Suneli,Lead,14000.0,ppm,[],GEORGIA,05/03/2011 12:00:00 AM,,False,False
149,Food Other,Tamarind,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,05/03/2011 12:00:00 AM,,False,False
150,Food Other,Chocolate,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,05/03/2011 12:00:00 AM,,False,False
151,Dietary Supplement/Medications/Remedy,Festal (Name in Russian),Lead,-1.0,ppm,['aventis'],UNKNOWN OR NOT STATED,05/04/2011 12:00:00 AM,,True,False
152,Food-Spice,Utskho (Fenugreak),Lead,34.0,ppm,[],UNKNOWN OR NOT STATED,05/04/2011 12:00:00 AM,,False,False
153,Food-Spice,Kondari (Thyme),Lead,6.6,ppm,[],UNKNOWN OR NOT STATED,05/04/2011 12:00:00 AM,,False,False
154,Food-Spice,Svanuri salt,Lead,35.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
155,Food-Spice,Khmeli- spice medley,Lead,13.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
156,Dietary Supplement/Medications/Remedy,Multivitamin,Lead,-1.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
157,Cosmetics,Ruby Rose Deluxe Makeup Kit (Eyeshadow),Lead,11.0,ppm,"['s.a.r.l.', 'cosmetique']",GEORGIA,05/04/2011 12:00:00 AM,,True,True
158,Cosmetics,Face powder,Lead,2.1,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
159,Cosmetics,Lipstick,Lead,-1.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
160,Food-Spice,Chili pepper,Lead,6.2,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
161,Food-Spice,Georgian spice,Lead,30.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
162,Food-Spice,Kinzi,Lead,20.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
163,Food-Spice,Georgian salt,Lead,43.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
164,Food-Spice,Red pepper,Lead,9.9,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
165,Food-Spice,Georgian spice (yellow flower),Lead,1700.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
166,Food-Spice,Georgian spice,Lead,11000.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
167,Food-Spice,Georgian spice,Lead,2500.0,ppm,[],GEORGIA,05/04/2011 12:00:00 AM,,False,False
168,Food-Spice,Turmeric powder,Lead,4.7,ppm,['usa'],BANGLADESH,05/05/2011 12:00:00 AM,,True,False
169,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],BANGLADESH,05/05/2011 12:00:00 AM,,False,False
170,Cosmetics,Kohl,Lead,440000.0,ppm,[],MOROCCO,05/05/2011 12:00:00 AM,,False,False
171,Toys/Children's Products,Chalk,Lead,3.0,ppm,[],UNKNOWN OR NOT STATED,05/17/2011 12:00:00 AM,,False,False
172,Jewelry,Jewelry,Lead,15.0,ppm,[],UNKNOWN OR NOT STATED,05/17/2011 12:00:00 AM,,False,False
173,Jewelry,Jewelry,Lead,7.5,ppm,[],UNKNOWN OR NOT STATED,05/17/2011 12:00:00 AM,,False,False
174,Jewelry,Jewelry,Lead,830000.0,ppm,[],UNKNOWN OR NOT STATED,05/17/2011 12:00:00 AM,,False,False
175,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Arsenic,2.0,ppm,"['shree', 'baidyanath', 'ayurved']",INDIA,05/17/2011 12:00:00 AM,,True,True
176,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Lead,7.7,ppm,"['shree', 'baidyanath', 'ayurved']",INDIA,05/17/2011 12:00:00 AM,,True,True
177,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Mercury,2.2,ppm,"['shree', 'baidyanath', 'ayurved']",INDIA,05/17/2011 12:00:00 AM,,True,True
178,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Arsenic,-1.0,ppm,['amit'],INDIA,05/17/2011 12:00:00 AM,,True,False
179,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Lead,2.0,ppm,['amit'],INDIA,05/17/2011 12:00:00 AM,,True,False
180,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Mercury,5.0,ppm,['amit'],INDIA,05/17/2011 12:00:00 AM,,True,False
181,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Arsenic,-1.0,ppm,"['dwivedi', 'jagannath', 'm/s.', 'g.', 'vaidya']",INDIA,05/17/2011 12:00:00 AM,,True,True
182,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Lead,0.79,ppm,"['dwivedi', 'jagannath', 'm/s.', 'g.', 'vaidya']",INDIA,05/17/2011 12:00:00 AM,,True,True
183,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Mercury,0.1,ppm,"['dwivedi', 'jagannath', 'm/s.', 'g.', 'vaidya']",INDIA,05/17/2011 12:00:00 AM,,True,True
184,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],INDIA,05/17/2011 12:00:00 AM,,False,False
185,Food Other,Chinese Mushrooms,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
186,Food Other,Chinese yams (dried),Lead,2.2,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
187,Food Other,Chinese Pearl Barley,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
188,Food Other,Euryale Seeds,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
189,Food Other,Dried Lily Bulb,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
190,Food Other,Dried Enoki Mushrooms,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
191,Food Other,Black cloud Ears Fungus,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
192,Food Other,Dried Gingko Nuts,Lead,-1.0,ppm,[],CHINA,05/20/2011 12:00:00 AM,,False,False
193,Toys/Children's Products,Crayon,Lead,3.3,ppm,[],CHINA,05/24/2011 12:00:00 AM,,False,False
194,Toys/Children's Products,Crayon,Lead,2.1,ppm,[],UNKNOWN OR NOT STATED,05/24/2011 12:00:00 AM,,False,False
195,Food-Spice,Epazote,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,,False,False
196,Food-Spice,Dried chili pepper,Lead,0.48,ppm,[],UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,,False,False
197,Toys/Children's Products,Non-hardening modeling sand,Lead,-1.0,ppm,[],SWEDEN,05/26/2011 12:00:00 AM,,False,False
198,Toys/Children's Products,Red Jurassic Sand,Lead,1.3,ppm,[],UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,,False,False
199,Toys/Children's Products,Plastic toy,Lead,-1.0,ppm,"['pacific,', 'inc.', 'jakks']",CHINA,06/01/2011 12:00:00 AM,,True,True
200,Cosmetics,Kohl,Lead,300000.0,ppm,[],INDIA,06/01/2011 12:00:00 AM,,False,False
201,Food-Spice,Oregano,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,06/02/2011 12:00:00 AM,,False,False
202,Food-Spice,Chili powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,06/02/2011 12:00:00 AM,,False,False
203,Food-Candy,Laposse,Lead,-1.0,ppm,['elaborado'],MEXICO,06/02/2011 12:00:00 AM,,True,True
