ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED,MANUFACTURER_MISSPELLED,pred
1404,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,6.2,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1405,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Arsenic,5.4,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1406,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Arsenic,3.9,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1407,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Lead,16.0,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1408,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Lead,6.3,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1409,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,9.4,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1410,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,23.0,ppm,"['pvt.', 'shree', 'baidyanath,', 'bhawan', 'ltd', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1412,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.6,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1413,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Lead,33.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1414,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Lead,36.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1415,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Mercury,6200.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1416,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Mercury,6400.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1417,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Arsenic,16.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1418,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Lead,22.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1419,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Mercury,30.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1420,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Mercury,33.0,ppm,"['pvt.', 'ltd.', 'shree', 'baidyanath,', 'bhawan', 'ayurved']",INDIA,02/25/2015 12:00:00 AM,,True,True
1421,Religious powder,Holi Color - Pink,Arsenic,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1422,Religious powder,Holi Color - Pink,Lead,1.5,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1423,Religious powder,Holi Color - Pink,Lead,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1424,Religious powder,Holi Color - Pink,Mercury,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1425,Religious powder,Holi Color - Orange,Arsenic,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1426,Religious powder,Holi Color - Orange,Lead,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1427,Religious powder,Holi Color - Orange,Mercury,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1428,Religious powder,Holi color - Yellow,Arsenic,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1429,Religious powder,Holi color - Yellow,Lead,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1430,Religious powder,Holi color - Yellow,Mercury,-1.0,ppm,[],INDIA,02/25/2015 12:00:00 AM,,False,False
1431,Food-Spice,Unlabeled brown powder,Lead,0.53,ppm,[],EGYPT,02/26/2015 12:00:00 AM,,False,False
1432,Food-Spice,Kobeba sini,Lead,-1.0,ppm,[],EGYPT,02/26/2015 12:00:00 AM,,False,False
1433,Food-Spice,Mestka,Lead,-1.0,ppm,[],EGYPT,02/26/2015 12:00:00 AM,,False,False
1434,Food-Spice,Cardamom,Lead,-1.0,ppm,[],EGYPT,02/26/2015 12:00:00 AM,,False,False
1435,Food-Spice,Turmeric,Lead,490.0,ppm,[],BANGLADESH,03/03/2015 12:00:00 AM,,False,False
1436,Food-Spice,Coriander,Lead,-1.0,ppm,[],BANGLADESH,03/03/2015 12:00:00 AM,,False,False
1437,Food-Spice,Chili powder,Lead,34.0,ppm,[],BANGLADESH,03/03/2015 12:00:00 AM,,False,False
1438,Toys/Children's Products,Blocks,Lead,-1.0,ppm,"['melissa', 'doug']",UNITED STATES,03/03/2015 12:00:00 AM,,True,False
1439,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/04/2015 12:00:00 AM,,False,False
1440,Food Other,Crickettes,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/04/2015 12:00:00 AM,,False,False
1441,Toys/Children's Products,Ceramic toy dish,Lead,52000.0,ppm,[],ECUADOR,03/05/2015 12:00:00 AM,,False,False
1442,Toys/Children's Products,Red toy tin pot,Lead,78.0,ppm,[],ECUADOR,03/05/2015 12:00:00 AM,,False,False
1443,Cosmetics,Kohl,Lead,460000.0,ppm,[],PAKISTAN,03/10/2015 12:00:00 AM,,False,False
1444,Food Other,Morinaga,Lead,-1.0,ppm,['morinaga'],JAPAN,03/10/2015 12:00:00 AM,,True,False
1445,Cosmetics,Kajal,Lead,5.8,ppm,[],UNKNOWN OR NOT STATED,03/16/2015 12:00:00 AM,,False,False
1446,Cosmetics,Compact powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/16/2015 12:00:00 AM,,False,False
1447,Food-Spice,Coriander,Lead,-1.0,ppm,[],BANGLADESH,03/17/2015 12:00:00 AM,,False,False
1448,Food-Spice,Turmeric,Lead,-1.0,ppm,[],BANGLADESH,03/17/2015 12:00:00 AM,,False,False
1449,Food-Spice,Cumin,Lead,-1.0,ppm,[],BANGLADESH,03/17/2015 12:00:00 AM,,False,False
1450,Food-Spice,Chili Powder,Lead,4.9,ppm,[],BANGLADESH,03/17/2015 12:00:00 AM,,False,False
1451,Cosmetics,Baby Powder,Lead,2.5,ppm,['mothercare'],PAKISTAN,03/18/2015 12:00:00 AM,,True,False
1452,Food-Spice,Chili powder,Lead,110.0,ppm,[],UNKNOWN OR NOT STATED,03/18/2015 12:00:00 AM,,False,False
1453,Food-Spice,Coriander powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/18/2015 12:00:00 AM,,False,False
1454,Food-Spice,Turmeric powder,Lead,530.0,ppm,[],UNKNOWN OR NOT STATED,03/18/2015 12:00:00 AM,,False,False
1455,Dietary Supplement/Medications/Remedy,Herbal Tablets,Arsenic,75.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1456,Dietary Supplement/Medications/Remedy,Herbal Tablets,Lead,4.7,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1457,Dietary Supplement/Medications/Remedy,Herbal Tablets,Mercury,3.1,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1458,Dietary Supplement/Medications/Remedy,Herbal powder,Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1459,Dietary Supplement/Medications/Remedy,Herbal powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1460,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1461,Dietary Supplement/Medications/Remedy,Herbal tablets,Lead,100.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1462,Dietary Supplement/Medications/Remedy,Herbal pills,Arsenic,14.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1463,Dietary Supplement/Medications/Remedy,Herbal pills,Lead,6.4,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1464,Dietary Supplement/Medications/Remedy,Herbal pills,Mercury,9.9,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1465,Dietary Supplement/Medications/Remedy,Herbal powder,Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1466,Dietary Supplement/Medications/Remedy,Herbal powder,Lead,2.6,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1467,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,0.049,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1468,Dietary Supplement/Medications/Remedy,Herbal mixture,Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1469,Dietary Supplement/Medications/Remedy,Herbal mixture,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1470,Dietary Supplement/Medications/Remedy,Herbal mixture,Mercury,0.28,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1471,Dietary Supplement/Medications/Remedy,Herbal capsules,Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1472,Dietary Supplement/Medications/Remedy,Herbal capsules,Lead,0.85,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1473,Dietary Supplement/Medications/Remedy,Herbal capsules,Mercury,0.33,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1474,Dietary Supplement/Medications/Remedy,Herbal tablets,Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1475,Dietary Supplement/Medications/Remedy,Herbal tablets,Lead,21.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1476,Dietary Supplement/Medications/Remedy,Herbal tablets,Mercury,10.0,ppm,[],UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,,False,False
1477,Food-Spice,Turmeric,Lead,590.0,ppm,[],BANGLADESH,03/30/2015 12:00:00 AM,,False,False
1478,Food-Spice,Chili powder,Lead,6.3,ppm,[],BANGLADESH,03/30/2015 12:00:00 AM,,False,False
1479,Food-Spice,Svanuri Salt,Lead,0.59,ppm,[],GEORGIA,04/02/2015 12:00:00 AM,,False,False
1480,Food-Spice,Red pepper powder,Lead,-1.0,ppm,[],GEORGIA,04/02/2015 12:00:00 AM,,False,False
1481,Food-Spice,Georgian spice,Lead,0.57,ppm,[],GEORGIA,04/02/2015 12:00:00 AM,,False,False
1482,Toys/Children's Products,Toy car,Lead,110.0,ppm,[],UNKNOWN OR NOT STATED,04/08/2015 12:00:00 AM,,False,False
1483,Toys/Children's Products,Blue Toy Truck,Lead,30.0,ppm,[],THAILAND,04/08/2015 12:00:00 AM,,False,False
1484,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,[],INDIA,04/11/2015 12:00:00 AM,,False,False
1485,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,4.6,MG/CM^2,[],INDIA,04/16/2015 12:00:00 AM,,False,False
1486,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,9.9,MG/CM^2,[],INDIA,04/16/2015 12:00:00 AM,,False,False
1487,Food-Spice,Coriander,Lead,1.7,ppm,[],UNITED STATES,04/29/2015 12:00:00 AM,,False,False
1488,Food-Spice,Red Pepper,Lead,-1.0,ppm,[],UNITED STATES,04/29/2015 12:00:00 AM,,False,False
1489,Food-Spice,Turmeric,Lead,670.0,ppm,[],UNKNOWN OR NOT STATED,04/29/2015 12:00:00 AM,,False,False
1490,Religious powder,Sindoor,Lead,10.0,ppm,[],BANGLADESH,05/05/2015 12:00:00 AM,,False,False
1491,Cosmetics,Lakme Jewel Sindoor,Lead,-1.0,ppm,"['unilever', 'hindusta']",INDIA,05/05/2015 12:00:00 AM,,True,True
1492,Cosmetics,Surma,Lead,710000.0,ppm,[],PAKISTAN,05/06/2015 12:00:00 AM,,False,False
1493,Toys/Children's Products,Toy pen,Lead,-1.0,ppm,[],UNITED STATES,05/11/2015 12:00:00 AM,,False,False
1494,Toys/Children's Products,Toy phone,Lead,1300.0,ppm,[],CHINA,05/21/2015 12:00:00 AM,,False,False
1495,Food-Spice,Chili powder,Lead,-1.0,ppm,[],INDIA,05/21/2015 12:00:00 AM,,False,False
1496,Food-Spice,Turmeric,Lead,-1.0,ppm,[],INDIA,05/21/2015 12:00:00 AM,,False,False
1497,Toys/Children's Products,Wooden toy blocks,Lead,-1.0,ppm,[],UNITED STATES,05/21/2015 12:00:00 AM,,False,False
1498,Food-Spice,Spice,Lead,-1.0,ppm,[],BANGLADESH,05/21/2015 12:00:00 AM,,False,False
1499,Food-Spice,Curry Powder,Lead,-1.0,ppm,[],BANGLADESH,05/21/2015 12:00:00 AM,,False,False
1500,Food-Spice,Turmeric,Lead,730.0,ppm,[],BANGLADESH,06/09/2015 12:00:00 AM,,False,False
1501,Food Other,Lentil,Lead,1.7,ppm,[],BANGLADESH,06/09/2015 12:00:00 AM,,False,False
1502,Food Other,Farina (cereal),Lead,-1.0,ppm,[],UNITED STATES,06/09/2015 12:00:00 AM,,False,False
1503,Jewelry,Hand Bracelet,Lead,17.0,ppm,[],MEXICO,06/10/2015 12:00:00 AM,,False,False
1504,Tableware/Pottery,Clay cup,Lead,320000.0,ppm,[],MEXICO,06/15/2015 12:00:00 AM,,False,False
1505,Food-Candy,Vero Mango Lolly Pop,Lead,-1.0,ppm,[],MEXICO,06/17/2015 12:00:00 AM,,False,False
1506,Tableware/Pottery,Ceramic cup,Lead,-1.0,ppm,['tablepots'],CHINA,06/18/2015 12:00:00 AM,,True,True
1507,Toys/Children's Products,Wooden block,Lead,410.0,ppm,[],UNKNOWN OR NOT STATED,06/26/2015 12:00:00 AM,,False,False
1508,Toys/Children's Products,Puzzle piece,Lead,70.0,ppm,[],UNITED STATES,06/26/2015 12:00:00 AM,,False,False
1509,Food-Candy,Pelon Pelo Rico,Lead,-1.0,ppm,[],MEXICO,07/02/2015 12:00:00 AM,,False,False
1510,Food-Candy,Manita de la suerta lollipop,Lead,-1.0,ppm,[],MEXICO,07/02/2015 12:00:00 AM,,False,False
1511,Toys/Children's Products,Crayon,Lead,1.2,ppm,[],CHINA,07/10/2015 12:00:00 AM,,False,False
1512,Toys/Children's Products,Crayon,Lead,0.72,ppm,[],CHINA,07/10/2015 12:00:00 AM,,False,False
1513,Toys/Children's Products,Crayon,Lead,1.6,ppm,[],CHINA,07/10/2015 12:00:00 AM,,False,False
1514,Food-Spice,Curry powder,Lead,0.44,ppm,[],JAMAICA,07/23/2015 12:00:00 AM,,False,False
1515,Food-Spice,Red powder spice,Lead,-1.0,ppm,[],JAMAICA,07/23/2015 12:00:00 AM,,False,False
1516,Dietary Supplement/Medications/Remedy,Hipoglos Pomada (medicated cream),Lead,1.7,ppm,['andromaco'],CHILE,07/24/2015 12:00:00 AM,,True,True
1517,Dietary Supplement/Medications/Remedy,Talco,Lead,-1.0,ppm,['simonds'],CHILE,07/24/2015 12:00:00 AM,,True,False
1518,Toys/Children's Products,Crayon,Lead,1.6,ppm,[],BANGLADESH,08/06/2015 12:00:00 AM,,False,False
1519,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Arsenic,620.0,ppm,"['zandu/', 'emami']",INDIA,08/10/2015 12:00:00 AM,,True,True
1520,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Lead,1.9,ppm,"['zandu/', 'emami']",INDIA,08/10/2015 12:00:00 AM,,True,True
1521,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Mercury,18000.0,ppm,"['zandu/', 'emami']",INDIA,08/10/2015 12:00:00 AM,,True,True
1522,Toys/Children's Products,Wooden toy flute,Lead,9.1,ppm,[],MEXICO,08/28/2015 12:00:00 AM,,False,False
1523,Food-Spice,Mole,Lead,-1.0,ppm,[],MEXICO,08/28/2015 12:00:00 AM,,False,False
1524,Food Other,Tea,Lead,-1.0,ppm,[],MEXICO,08/28/2015 12:00:00 AM,,False,False
1525,Toys/Children's Products,Plastic Toy,Lead,-1.0,ppm,['hasbro'],CHINA,09/03/2015 12:00:00 AM,,True,False
1526,Food Other,Bay Leaves,Lead,0.79,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1527,Food Other,Chili Powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1528,Food Other,Chana Masala,Lead,0.42,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1529,Food-Spice,Biryani,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1530,Other,Soil,Lead,380.0,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1531,Toys/Children's Products,Block,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,,False,False
1532,Toys/Children's Products,Toy Fire Engine,Lead,23.0,ppm,"['mfy', 'ltd', 'kintoy']",CHINA,09/21/2015 12:00:00 AM,,True,True
1533,Toys/Children's Products,Wooden block,Lead,12.0,ppm,[],UNKNOWN OR NOT STATED,09/21/2015 12:00:00 AM,,False,False
1534,Toys/Children's Products,Wooden block,Lead,7.7,ppm,[],UNKNOWN OR NOT STATED,09/21/2015 12:00:00 AM,,False,False
1535,Toys/Children's Products,Wooden block,Lead,5.2,ppm,[],UNITED STATES,09/21/2015 12:00:00 AM,,False,False
1536,Food-Spice,Georgian spice,Lead,3200.0,ppm,[],GEORGIA,09/30/2015 12:00:00 AM,,False,False
1537,Food-Spice,Georgian spice,Lead,18000.0,ppm,[],GEORGIA,09/30/2015 12:00:00 AM,,False,False
1538,Food-Spice,Georgian spice,Lead,9.9,ppm,[],GEORGIA,09/30/2015 12:00:00 AM,,False,False
1539,Toys/Children's Products,Plastic toy bottle,Lead,14.0,ppm,[],CHINA,10/02/2015 12:00:00 AM,,False,False
1540,Toys/Children's Products,Blue toy (Smurf),Lead,47.0,ppm,[],VIET NAM,10/02/2015 12:00:00 AM,,False,False
1541,Toys/Children's Products,Wooden toy block,Lead,52.0,ppm,[],UNKNOWN OR NOT STATED,10/02/2015 12:00:00 AM,,False,False
1542,Food Other,Jaggary,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1543,Dietary Supplement/Medications/Remedy,Somvct-34,Lead,0.6,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1544,Food-Spice,Chili powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1545,Food Other,Almond,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1546,Food-Spice,Jaifal (Nutmeg),Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1547,Food-Spice,Harde powder,Lead,0.97,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1548,Food-Spice,Turmeric powder,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1549,Food Other,Mugbean,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1550,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Arsenic,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1551,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1552,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Mercury,0.15,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1553,Food-Spice,Harde whole,Lead,-1.0,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1554,Food-Spice,Turmeric root,Lead,0.73,ppm,[],UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,,False,False
1555,Toys/Children's Products,Blue wooden ball,Lead,19.0,ppm,[],UNKNOWN OR NOT STATED,10/15/2015 12:00:00 AM,,False,False
1556,Toys/Children's Products,Wooden block,Lead,10.0,ppm,[],UNITED STATES,10/15/2015 12:00:00 AM,,False,False
1557,Toys/Children's Products,Plastic Toy Cow,Lead,2.1,ppm,"['inc', 'hasbro']",CHINA,10/15/2015 12:00:00 AM,,True,False
1558,Food-Spice,Oregano,Lead,0.91,ppm,[],DOMINICAN REPUBLIC,10/19/2015 12:00:00 AM,,False,False
1559,Cosmetics,Surma (Hashmi),Lead,750000.0,ppm,"['hashmi', 'surma']",PAKISTAN,10/26/2015 12:00:00 AM,,True,False
1560,Food Other,Tortilla,Lead,-1.0,ppm,[],MEXICO,11/18/2015 12:00:00 AM,,False,False
1561,Toys/Children's Products,Thomas train,Lead,4.6,ppm,"['inc', 'mattel']",CHINA,11/18/2015 12:00:00 AM,,True,False
1562,Toys/Children's Products,Toy pig,Lead,3.4,ppm,[],UNKNOWN OR NOT STATED,11/18/2015 12:00:00 AM,,False,False
1563,Food-Spice,Turmeric,Lead,630.0,ppm,[],BANGLADESH,12/03/2015 12:00:00 AM,,False,False
1564,Food-Spice,Cumin,Lead,0.95,ppm,[],BANGLADESH,12/03/2015 12:00:00 AM,,False,False
1565,Food-Spice,Coriander,Lead,0.53,ppm,[],BANGLADESH,12/03/2015 12:00:00 AM,,False,False
1566,Food-Spice,Chili Powder,Lead,7.5,ppm,[],BANGLADESH,12/03/2015 12:00:00 AM,,False,False
1567,Food-Spice,Malay Chicken Biryani seasoning,Lead,-1.0,ppm,[],BANGLADESH,12/03/2015 12:00:00 AM,,False,False
1568,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.7,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1569,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.8,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1570,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1571,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.6,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1572,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.7,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1573,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1574,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.7,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1575,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.7,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1576,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.021,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1577,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.3,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1578,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.3,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1579,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,-1.0,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1580,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.4,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1581,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.5,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1582,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,-1.0,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1583,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.3,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1584,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.3,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
1585,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,-1.0,ppm,['lanzhou'],CHINA,12/03/2015 12:00:00 AM,,True,False
